user_id,1-195,1-121,1-120,1-119,1-118,1-117,1-116,1-127,195-127,127-137,137-177,177-215,215-136,136-150,150-149,149-140,140-148,148-152,152-377,1-137,1-177,1-215,1-136,1-150,1-149,1-140,1-148,1-152,1-377,1-248,1-456,1-437,1-277,1-349,1-348,1-347,1-346,1-345,1-447,1-454,195-454,454-323,323-361,361-288,288-397,397-365,365-379,379-378,378-400,400-377,1-323,1-361,1-288,1-397,1-365,1-379,1-378,1-400,1-3772,1-4003,MaskModel,Size
B05848,0.518434703,0.272364169,1.248687744,8.751250267,0.041082501,1.742301941,8.817053795,0.598106503,1.116541266,11.35997295,9.018093109,3.584143877,2.443211555,4.529088974,10.59922218,1.972427964,4.271712303,4.438658714,3.170988083,10.76186657,1.743772984,5.327917099,2.884705305,1.64438343,8.954838753,6.982410908,2.710698605,7.149357319,10.32034492,8.561463356,3.339299917,7.204414368,0.398140401,4.275345802,3.197505236,9.726650238,2.611274958,1.668204546,0.196925551,9.775619507,9.257184982,1.024363995,4.269233704,3.238111734,0.861473739,7.241239548,3.966218233,2.15811491,4.368520737,4.452481747,8.751255989,4.482022285,1.243910551,0.382436812,7.6236763,3.657458067,1.499343157,5.867863655,10.32034492,5.867863655,Vertical Fold,0
B05883,0.484074473,0.324078649,1.150047541,8.514357567,0.071142614,1.709813237,8.570135117,0.60226804,1.086342573,11.15988541,8.802721977,3.287838697,2.371260643,4.48424387,10.57635403,2.021533251,4.167853832,4.298504353,3.210410595,10.55761623,1.75489378,5.042732716,2.671472073,1.812771678,8.76358223,6.742049217,2.574194908,6.872699261,10.08310986,8.341197014,3.348978519,7.000506878,0.315349936,4.082795143,3.522070408,9.509069443,2.47332406,1.738106966,0.020999834,9.419057846,8.934983253,0.894075632,4.270871162,3.127327204,0.90476346,7.222430229,3.940878868,2.085116148,4.309875011,4.354778767,8.524981499,4.254110813,1.126783729,0.222020224,7.444450855,3.503572226,1.418456078,5.728331089,10.08310986,5.728331089,Vertical Fold,0
B05935,1.010196328,0.60931778,1.641860247,8.895771027,0.219312683,2.142360449,8.996020317,0.93058461,1.940780878,11.72764778,8.486242294,3.191830158,2.447194576,4.189619541,10.20104027,1.917806268,4.305711746,4.433596611,3.102606535,10.79706383,2.310821056,5.502651215,3.055456638,1.134162784,9.066878319,7.14907217,2.843359947,7.276956558,10.37956333,8.775941849,3.63198781,7.461716175,0.188164413,4.470110893,2.795065641,9.799565315,2.785535097,2.192180872,0.315051138,10.28795719,9.277760506,1.428720355,4.132988453,3.110955954,1.040447474,7.295285702,3.984328747,1.961607814,4.459229469,3.996140242,8.859236717,4.726247311,1.615291476,0.574843943,7.870130062,3.885801077,1.924193263,6.383422852,10.37956333,6.383422852,Vertical Fold,1
B06331,0.479817957,0.309186995,0.824523509,8.285673141,0.05355794,1.416993141,8.36382103,0.601236343,1.08105433,11.09345818,8.896141052,3.431769133,2.418526173,4.494015217,10.55934715,1.981756091,4.140490532,4.203266144,3.26872468,10.49222183,1.596081018,5.027850151,2.609323978,1.884691238,8.674655914,6.692899704,2.552409649,6.755675316,10.02439976,8.137543678,3.109009504,6.915672302,0.294454217,3.883004189,3.444170952,9.429372787,2.41768527,1.609540343,0.164323866,9.327533722,8.847716331,0.873194635,4.250762939,3.420905828,1.00893867,7.568009377,3.885737419,2.147139311,4.304985046,4.410551071,8.454339027,4.203576565,0.782670617,0.226267993,7.341741085,3.456003904,1.308864355,5.613849163,10.02439976,5.613849163,Vertical Fold,1
B06483,0.646781564,0.394609571,1.3132267,8.778136253,0.09428151,1.807251573,8.810465813,0.699820757,1.346602321,11.49676895,8.986692429,3.642086744,2.53199625,4.380137444,10.47353172,1.890349388,4.316619873,4.416931629,3.100654602,10.79694843,1.810256362,5.452342987,2.920346975,1.459790349,9.013741493,7.123392105,2.80677247,7.223703861,10.32435799,8.571686745,3.489929914,7.311972141,0.350449055,4.368956566,2.999347448,9.758936882,2.710947037,1.728671074,0.193019956,9.758851051,9.11206913,0.934819102,4.245837688,3.240395308,0.805996537,7.196904659,3.943889618,2.215801477,4.529110432,4.226232529,8.82403183,4.578194141,1.337799072,0.531802535,7.728706837,3.784817457,1.569015861,6.098125935,10.32435799,6.098125935,Vertical Fold,1
B06485,1.177382469,0.571902096,1.766343832,8.743561745,0.174209848,2.260249376,8.797083855,0.892708421,2.070091009,11.65387154,8.463684082,3.398890018,2.532841206,4.034693718,9.908408165,1.736086607,4.287729263,4.282227993,3.002789497,10.76116371,2.297479391,5.696369171,3.163527966,0.871165454,9.037242889,7.301156044,3.013426542,7.295654774,10.29844475,8.576085091,3.708063126,7.497702599,0.253848374,4.525094986,2.563317537,9.746644974,2.955416203,2.284324646,0.330002248,10.23878002,9.061397552,1.238760352,4.169938564,3.076889992,1.373084307,7.533195496,3.871659994,2.058520317,4.558110237,3.7572124,9.000020027,4.830080509,1.753190517,0.38010627,7.913301945,4.041641712,1.983121276,6.541231155,10.29844475,6.541231155,Vertical Fold,1
B06625,0.829598308,0.535336852,1.406371355,8.799069405,0.175668299,1.869301558,8.830516815,0.809337199,1.638935566,11.4554739,8.708582878,3.541751146,2.657042503,4.088932037,10.23710823,1.866361499,4.388207436,4.486447334,2.976346016,10.64613724,1.937554002,5.479305267,2.822262764,1.266669512,8.970438957,7.104077339,2.715869904,7.202317715,10.17866325,8.598747253,3.305375099,7.254239082,0.177931041,4.376987457,2.819719791,9.656648636,2.640343428,1.872453809,0.221211091,10.19957733,9.369978905,1.455967188,4.224958897,3.060952425,0.942465127,7.171693325,3.939261913,2.080251932,4.535106659,3.976143837,8.743610382,4.518651009,1.457698822,0.515233755,7.686927319,3.747665167,1.667413116,6.202519894,10.17866325,6.202519894,Vertical Fold,1
B06727,0.856518567,0.510108829,1.452081323,8.689154625,0.150378793,1.903965712,8.696566582,0.794678569,1.651197076,11.4657383,8.79815197,3.682527304,2.584984064,4.215258121,10.19987869,1.785865426,4.342554569,4.356171131,2.998176098,10.67105961,1.872907162,5.555434704,2.970450401,1.244807601,8.955071449,7.169206619,2.82665205,7.182823181,10.18099976,8.459957123,3.384716749,7.320733547,0.250551462,4.336194515,2.805010557,9.662268639,2.755672455,1.818355203,0.201822817,9.918704033,9.062185287,1.057035446,4.287913322,3.082933903,1.192484617,7.437370777,3.915941,2.171448231,4.546501637,3.986179829,8.861668587,4.573754787,1.490821123,0.298336506,7.735706806,3.819765806,1.648317695,6.19481945,10.18099976,6.19481945,Vertical Fold,1
B06732,0.687042415,0.494633615,1.52467227,8.567764282,0.158284977,2.013421059,8.607657433,0.751110554,1.438153028,11.27300358,8.520969391,3.168639183,2.367044926,4.313229561,10.26697445,1.911738515,4.217717171,4.2781353,3.133124113,10.5218935,2.000923395,5.169562817,2.802517653,1.510711789,8.756263733,6.84452486,2.62680769,6.904943466,10.03806782,8.3805933,3.432802916,7.073195457,0.187535957,4.139155388,3.305332661,9.48179245,2.568834543,1.955094218,0.140475854,9.771159172,9.084116936,1.157207727,4.283677101,2.811565399,1.37050426,7.365311146,3.925695181,1.983641624,4.320999146,4.112889767,8.613951683,4.330274105,1.518708706,0.148204342,7.513515472,3.587820053,1.604178309,5.925177574,10.03806782,5.925177574,Vertical Fold,0
B06763,0.377748728,0.443527848,1.178857327,8.559256554,0.132229924,1.699834704,8.600410461,0.734939814,1.112688541,11.29032326,8.844408989,3.416711807,2.348111153,4.551409245,10.57073498,1.991698146,4.18823719,4.30361414,3.164279461,10.55538368,1.710974216,5.127686501,2.779575109,1.771834135,8.798900604,6.807202339,2.618964672,6.922578812,10.08685875,8.368814468,3.285640955,7.060649872,0.233481824,4.08689785,3.387678385,9.533804893,2.562751293,1.642063856,0.080748647,9.680678368,9.302928925,1.112760544,4.327656746,3.046441793,0.971841455,7.262518406,3.955052137,2.150486231,4.368134499,4.339766026,8.56791687,4.240260601,1.193818808,0.221977383,7.48449564,3.529443502,1.378957391,5.747092247,10.08685875,5.747092247,Vertical Fold,0
B06832,0.519256651,0.410330296,1.227743506,8.628829002,0.117408857,1.754690647,8.665929794,0.680558741,1.199815392,11.2611084,8.790412903,3.42948699,2.515527725,4.344827175,10.48703194,1.951131225,4.267285824,4.393978596,3.090724468,10.58055019,1.790138006,5.219624996,2.704097271,1.640730023,8.846302032,6.895171165,2.627885342,7.021863937,10.11258793,8.442576408,3.301203251,7.171980858,0.262868404,4.222785473,3.312275648,9.564728737,2.53507185,1.737916231,0.013767928,9.709093094,9.189836502,1.106132507,4.261689663,3.09926033,0.792683125,7.110793114,3.961532593,2.108892918,4.402090549,4.220802307,8.602960587,4.341270924,1.242010474,0.449327379,7.560120583,3.59858799,1.489695191,5.891785622,10.11258793,5.891785622,Vertical Fold,0
B06909,0.738726199,0.532455742,1.419672608,8.688509941,0.167243928,1.902651787,8.712915421,0.821851969,1.560578108,11.49529552,8.765929222,3.485464573,2.45731926,4.285797596,10.27690315,1.870378852,4.288882732,4.337844849,3.083267689,10.67344284,1.907513618,5.392978191,2.93565917,1.350138307,8.926764488,7.056385994,2.767503262,7.10534811,10.1886158,8.480713844,3.434708595,7.247335434,0.211337209,4.267039776,2.961071491,9.646544456,2.720282316,1.853565454,0.191439688,9.920760155,9.182034492,1.162086487,4.266696453,3.043666363,1.119093657,7.343877316,3.922311306,2.136468649,4.515028954,4.059272766,8.758673668,4.491977215,1.448310852,0.329217315,7.673094273,3.750783205,1.614314556,6.129343033,10.1886158,6.129343033,Vertical Fold,0
B06952,0.240923464,0.481098533,1.356225133,8.84664917,0.16419217,1.838680506,8.911284447,0.790509582,1.031433105,11.57822037,8.97959137,3.160547495,2.174302101,4.636722565,10.77116585,2.258181572,4.108746529,4.442910671,3.319933891,10.78771019,1.808119416,4.968666553,2.794364452,1.842357993,8.928808212,6.670627117,2.56188035,7.00479126,10.32472515,8.665895462,3.394744158,7.065224648,0.227259278,4.166411877,3.598498106,9.717112541,2.527755976,1.706827998,0.128016993,9.660726547,9.419803619,1.192048192,4.218342304,2.868994236,0.660848618,6.781910419,4.009287357,2.080219269,4.312671661,4.599156857,8.468678474,4.25033617,1.381341934,0.720493317,7.502403736,3.49311614,1.412896872,5.725568771,10.32472515,5.725568771,Vertical Fold,0
B07303,1.09061408,0.550936162,1.459793568,8.572525024,0.201897323,1.980206609,8.598205566,0.808428228,1.899042368,11.29350185,8.365323067,3.384785414,2.658966064,4.0640769,10.05930614,1.774665713,4.380574703,4.303357124,3.001821041,10.48507404,2.119751453,5.504536629,2.845570564,1.218506336,8.840799332,7.066133499,2.685558796,6.98891592,9.990736961,8.3891716,3.375498295,7.185259342,0.118273497,4.322467804,2.876232624,9.510684013,2.627909184,2.112097025,0.382171214,10.44885349,9.358239174,1.736827135,4.171033382,3.095244169,1.255914211,7.426995277,3.860853672,1.974155784,4.468332767,3.74058342,8.712026596,4.540993214,1.445749044,0.189834833,7.616829872,3.7559762,1.781820536,6.250153542,9.990736961,6.250153542,Vertical Fold,0
B07334,0.509822547,0.308517367,1.028350592,8.784683228,0.069648027,1.577675104,8.847148895,0.622681916,1.132504463,11.42051506,9.12010479,3.510359764,2.599912882,4.23025322,10.70118713,2.147570133,4.243183136,4.49717617,3.163197517,10.79783249,1.677728653,5.18808794,2.588175297,1.642078161,9.059108734,6.911538601,2.668355465,7.165531635,10.32872963,8.615671158,3.366683483,7.133589745,0.377382338,4.416695118,3.151111364,9.782819748,2.49197197,1.671895981,0.116163492,9.737582207,9.227760315,1.124095917,4.178840637,3.379766703,0.21277684,6.755360126,3.930212498,2.234923601,4.512447357,4.383955956,8.61348629,4.43464613,1.054879427,0.842102647,7.597462654,3.667250156,1.432326674,5.944773674,10.32872963,5.944773674,Vertical Fold,1
B07450,0.681709886,0.373672694,1.240104198,8.600802422,0.086757541,1.781457663,8.687940598,0.681555271,1.363265157,11.36708069,8.79659462,3.367851019,2.430935383,4.377614498,10.43741798,1.96133554,4.216671467,4.321289539,3.198736906,10.68552494,1.888930798,5.256781578,2.825846434,1.551768184,8.885649681,6.924314022,2.707642794,7.028932095,10.22766876,8.453026772,3.379749537,7.151860714,0.318707883,4.214055538,3.190106153,9.641728401,2.606800556,1.866693258,0.068829954,9.700865746,9.019155502,1.005351543,4.243550301,3.251889229,0.934286594,7.325119019,3.924445868,2.085136175,4.366734505,4.279611111,8.695513725,4.451963425,1.200073719,0.265787184,7.590905666,3.666459799,1.581323743,5.948058128,10.22766876,5.948058128,Vertical Fold,0
B07899,0.258296371,0.345418602,0.883288324,8.579799652,0.077003613,1.447307348,8.640006065,0.657731295,0.916027665,11.36868572,9.198413849,3.435842752,2.244434118,4.631663322,10.78939629,2.178937197,4.095716953,4.311181545,3.342690945,10.71095467,1.512541294,4.948383808,2.703949928,1.927713633,8.861681938,6.682744503,2.587028503,6.898209572,10.24090004,8.396336555,3.228910208,6.970196724,0.313324481,4.003897667,3.503033161,9.644380569,2.502270937,1.5004462,0.065091997,9.368395805,9.110098839,0.870814562,4.297335625,3.322585583,0.623140097,7.173089504,3.945430279,2.233107328,4.35695219,4.634876728,8.497580528,4.20024538,0.877659798,0.254519641,7.427608967,3.482178926,1.249071598,5.606023788,10.24090004,5.606023788,Vertical Fold,0
B07925,0.549935162,0.487085044,1.420575738,8.778086662,0.159099326,1.900336146,8.815142632,0.777469575,1.327404737,11.51263523,8.785326958,3.337646961,2.429275274,4.387612343,10.4864006,2.008855343,4.272824287,4.449391365,3.131055832,10.73516655,1.949839115,5.287486076,2.858210802,1.529401541,8.956998825,6.948143005,2.675318241,7.124710083,10.25576591,8.577045441,3.353337288,7.205367088,0.234748051,4.284279346,3.171161175,9.692203522,2.620812416,1.875468135,0.150742009,10.06473637,9.514800072,1.3448596,4.299329758,2.983058691,0.902683079,7.085250378,3.958270073,2.055533886,4.405225277,4.244290352,8.719876289,4.420546055,1.437487245,0.534804165,7.620054245,3.661784172,1.606250405,6.011475086,10.25576591,6.011475086,Vertical Fold,0
B08075,0.522565842,0.442352891,1.156072378,8.551416397,0.142202526,1.68081975,8.592874527,0.682463527,1.205029368,11.18349457,8.767765045,3.25082469,2.406785011,4.376235008,10.52681732,2.038061619,4.20773983,4.360760212,3.179159641,10.50103092,1.733265638,4.984090328,2.577305555,1.798929214,8.727888107,6.689826488,2.48208642,6.842846394,10.02200603,8.36885643,3.163980722,6.942710876,0.197668374,4.007974148,3.522550344,9.463030815,2.39316678,1.69132483,0.141124427,9.446091652,8.92352581,1.005766511,4.298019409,2.986837626,0.926064312,7.179289818,3.984461784,2.031771898,4.288379192,4.341166496,8.440325737,4.142305851,1.155468464,0.229404122,7.408694267,3.424232483,1.392460585,5.680839539,10.02200603,5.680839539,Vertical Fold,0
B08136,0.974603772,0.465678424,1.611883163,8.892408371,0.123457611,2.116553783,8.914282799,0.795883656,1.770487428,11.71838379,8.780151367,3.522562504,2.509351492,4.196883202,10.20563507,1.888090372,4.29756403,4.361484051,3.093173981,10.92250061,2.142349243,5.664911747,3.155560493,1.041322947,9.164312363,7.276222229,2.978658199,7.34014225,10.43331623,8.675443649,3.634055614,7.475221157,0.349687785,4.585273743,2.600957394,9.887248039,2.926854372,2.136933804,0.51365906,10.48480797,9.510204315,1.473834395,4.230707169,3.18952322,1.007105827,7.304435253,3.890480757,2.118451595,4.557667255,3.996508598,9.01097393,4.780266285,1.590743303,0.583637476,7.888072968,3.997591972,1.879140377,6.436807632,10.43331623,6.436807632,Vertical Fold,0
B08207,0.908035755,0.316759944,1.620509267,8.824193954,0.067332014,2.161301374,8.87620163,0.637781978,1.545817733,11.44478321,8.599541664,3.312752724,2.584547281,4.167451859,10.30948734,1.945459843,4.297875404,4.432948112,3.09124279,10.80700111,2.207459927,5.52021265,2.935665369,1.231786609,9.077700615,7.132241249,2.834365845,7.267313957,10.35855675,8.649814606,3.716564894,7.407543182,0.407807529,4.62069273,2.84493494,9.797843933,2.704546213,2.198622465,0.534060061,10.44962883,9.541592598,1.571519613,4.144555569,3.145077705,0.936783671,7.17638588,3.952028275,1.993534923,4.437405586,4.038636684,8.878108978,4.733552933,1.588475108,0.651691496,7.828077793,3.876049519,1.882514596,6.31992054,10.35855675,6.31992054,Vertical Fold,0
B08298,0.73301214,0.516786456,1.559914112,8.767393112,0.152706727,1.982995272,8.803338051,0.821011901,1.554023981,11.53679752,8.768174171,3.511407852,2.491763592,4.254443645,10.24812603,1.885005832,4.299958229,4.412366867,3.060728312,10.71578598,1.947611809,5.459020138,2.967256308,1.287187219,8.960938454,7.075932503,2.775974512,7.188341141,10.24906921,8.556592941,3.382645607,7.283827782,0.235492736,4.371021271,2.904434204,9.685608864,2.718107939,1.872289777,0.31813252,10.10949898,9.376486778,1.304849267,4.284898758,2.918379307,1.220719337,7.317908287,3.947226763,2.090026617,4.453136921,4.134625912,8.804649353,4.519751072,1.601371765,0.380652398,7.698559761,3.751333475,1.661306858,6.114443779,10.24906921,6.114443779,Vertical Fold,0
B08474,1.070281506,0.567382216,1.909922838,8.814813614,0.184126943,2.364981651,8.840091705,0.873838365,1.944119811,11.65598965,8.454297066,3.376092434,2.611572742,4.020084858,9.989070892,1.797842979,4.339941502,4.358508587,3.032812595,10.78215122,2.327852726,5.70394516,3.092372417,0.927712381,9.061358452,7.263515949,2.923573971,7.282082558,10.31489563,8.610208511,3.734757662,7.45740366,0.237387046,4.614731312,2.623193026,9.779979706,2.850584269,2.30048871,0.554738164,10.5579195,9.487638474,1.57719779,4.185219765,2.866632938,1.404077172,7.340834141,3.884879589,1.996796727,4.509229183,3.821714878,8.980722427,4.795502663,1.928869605,0.524792433,7.865627289,3.980747223,1.983950496,6.493179321,10.31489563,6.493179321,Vertical Fold,0
B08533,0.75681901,0.44015944,1.669770122,8.810011864,0.121047348,2.1457932,8.874731064,0.760664046,1.517482996,11.53966141,8.656527519,3.318537712,2.449469566,4.322291374,10.35217094,1.922145486,4.287379265,4.358842373,3.178828955,10.77899742,2.122470856,5.441008568,2.991539001,1.330752254,9.021417618,7.099272251,2.811893225,7.170735359,10.34956455,8.636333466,3.657541752,7.33356905,0.29637441,4.435482025,3.063854694,9.761376381,2.740722656,2.035504103,0.343132198,10.00005341,9.243234634,1.144574642,4.214437962,2.980486155,1.140364766,7.233777046,3.955091476,2.043769598,4.409942627,4.184515953,8.855478287,4.641040325,1.660554528,0.520189643,7.753966808,3.798875332,1.755105734,6.165048599,10.34956455,6.165048599,Vertical Fold,0
B08668,0.861276329,0.482373297,1.708569407,8.94536972,0.137130171,2.189195871,8.993697166,0.80493021,1.666206479,11.72551823,8.761782646,3.404899359,2.45676589,4.291624069,10.30638504,1.94991529,4.269324303,4.401974201,3.15387845,10.92058754,2.158804178,5.563703537,3.106937647,1.184686661,9.12169838,7.17178297,2.902458906,7.304432869,10.45831108,8.755272865,3.649727345,7.428729534,0.320318699,4.507920265,2.901493311,9.871003151,2.871320486,2.09086132,0.331574678,10.0880537,9.226777077,1.166510582,4.213778973,3.028923273,0.995199382,7.172158241,3.943938732,2.082473755,4.513551235,4.115372658,8.921543121,4.707764149,1.678840876,0.683641434,7.855799675,3.91186142,1.829387665,6.342938423,10.45831108,6.342938423,Vertical Fold,0
B08726,0.850834727,0.519649684,1.129922986,8.765985489,0.168394297,1.575287461,8.79178524,0.800406933,1.65124166,11.57221603,9.107434273,3.646656036,2.533830643,4.11196661,10.34987736,2.042069912,4.281403065,4.463903427,3.093394756,10.77180958,1.664375544,5.311031818,2.777200937,1.334765553,9.015111923,6.973041534,2.69163847,7.155541897,10.24893665,8.530475616,3.030415535,7.146502972,0.188976526,4.202269077,2.722824335,9.733735085,2.597901344,1.624121547,0.024425238,9.903831482,9.052996635,1.22218132,4.22039175,3.254853249,0.952900946,7.381878853,3.916999817,2.221153021,4.56860733,4.183098793,8.681650162,4.461258888,1.206405401,0.253504515,7.635383129,3.718383551,1.497230649,6.06583786,10.24893665,6.06583786,Vertical Fold,1
B08850,0.557479084,0.445844978,1.310801744,8.714655876,0.130032748,1.844908476,8.779374123,0.743222952,1.300702095,11.48721695,8.84948349,3.183469296,2.20216465,4.510553837,10.52871227,2.086108923,4.1220994,4.296401024,3.299242258,10.74399471,1.894510746,5.077979565,2.875815153,1.634738564,8.893973351,6.807864666,2.685765028,6.98216629,10.28140831,8.540530205,3.39041543,7.108561039,0.275931329,4.109191418,3.366040468,9.666312218,2.629881859,1.857518196,0.019317865,9.612286568,9.054807663,0.950244069,4.305687428,3.081891298,0.981528103,7.273445129,3.943470478,2.079204559,4.318069458,4.419632435,8.662042618,4.35635519,1.274463892,0.292935789,7.566381454,3.622910738,1.543706298,5.861775875,10.28140831,5.861775875,Vertical Fold,1
B08944,0.150997564,0.466652572,1.175053,8.575251579,0.154769048,1.66342032,8.639678001,0.736569226,0.887566805,11.25767422,8.853295326,3.141802549,2.149130821,4.656707287,10.68370152,2.125698328,4.102986336,4.345291138,3.261068344,10.52110481,1.667809248,4.809612274,2.660481215,1.996225834,8.687475204,6.561777115,2.458790779,6.804081917,10.06515026,8.397418022,3.126696587,6.902992725,0.192876533,3.877968788,3.846932888,9.454902649,2.414230108,1.584605455,0.273925424,9.178998947,9.028000832,0.78789854,4.336856842,2.86337471,0.989186406,7.132928848,3.975849628,2.083990097,4.22519207,4.565186977,8.39109993,4.054243088,1.190868378,0.201682001,7.334610939,3.358761311,1.274771214,5.499963284,10.06515026,5.499963284,Vertical Fold,1
