user_id,1-195,1-121,1-120,1-119,1-118,1-117,1-116,1-127,195-127,127-137,137-177,177-215,215-136,136-150,150-149,149-140,140-148,148-152,152-377,1-137,1-177,1-215,1-136,1-150,1-149,1-140,1-148,1-152,1-377,1-248,1-456,1-437,1-277,1-349,1-348,1-347,1-346,1-345,1-447,1-454,195-454,454-323,323-361,361-288,288-397,397-365,365-379,379-378,378-400,400-377,1-323,1-361,1-288,1-397,1-365,1-379,1-378,1-400,1-3772,1-4003,MaskModel,Size
B04624,0.953392684,0.372688472,1.50278914,8.669802666,0.084488094,2.032173872,8.706244469,0.675645828,1.629038572,11.34568405,8.552863121,3.45171237,2.613661766,4.167337418,10.16469479,1.781946421,4.328092098,4.337110519,3.021997213,10.67003918,2.117176533,5.568888664,2.955226898,1.2121104,8.95258522,7.170638561,2.842546225,7.179656506,10.20165348,8.484930038,3.580131769,7.367417336,0.3579624,4.444366455,2.80040288,9.659743309,2.734499693,2.088513613,0.376716822,10.16329479,9.20990181,1.292555809,4.201275349,3.203333855,1.187046766,7.484130383,3.908889055,2.044777393,4.46903038,3.923077106,8.870738983,4.669463158,1.466129184,0.279082358,7.763213158,3.854323864,1.80954659,6.278576851,10.20165348,6.278576851,Vertical Fold,0
B04824,0.887219965,0.346761942,1.572003603,8.754405022,0.077676028,2.097635984,8.796128273,0.651497364,1.538717389,11.43622971,8.653868675,3.358752966,2.549787283,4.205461025,10.27731609,1.894965768,4.282136917,4.358615875,3.129300594,10.78473282,2.130863905,5.489616871,2.939829588,1.265631199,9.011685371,7.116719246,2.83458209,7.193198204,10.32249832,8.564790726,3.641577721,7.35227108,0.382645786,4.496428967,2.894585609,9.750502586,2.714218855,2.106939316,0.414331615,10.21536064,9.328140259,1.319865942,4.213066578,3.139371395,1.087818861,7.317728519,3.918438435,2.036470652,4.419888496,4.084552765,8.895494461,4.68242836,1.543056726,0.455237925,7.772966385,3.85452795,1.818057299,6.237945557,10.32249832,6.237945557,Vertical Fold,0
B04849,0.707206666,0.478607774,1.573475242,8.790653229,0.149022415,2.078368664,8.838276863,0.800522029,1.507728696,11.53041553,8.618213654,3.230051756,2.36529088,4.337530613,10.33809948,1.991677284,4.221171856,4.363728523,3.142741203,10.72989368,2.111680031,5.341731548,2.976440907,1.361089587,8.977009773,6.985332966,2.764160872,7.127889156,10.27063084,8.607330322,3.497481346,7.292353153,0.266366839,4.368068218,3.03920579,9.706212997,2.712613583,2.065746784,0.349671215,10.28171062,9.574503899,1.50809586,4.241282463,2.979426861,1.094189882,7.258576393,3.962954998,2.009751558,4.377900124,4.148144245,8.773614883,4.532332897,1.552906036,0.458716214,7.717292786,3.754337788,1.744586587,6.122486115,10.27063084,6.122486115,Vertical Fold,0
B04934,0.460033119,0.237386674,0.681787729,8.28934288,0.028310716,1.34440732,8.39127636,0.558199763,1.018232822,10.89316559,8.645979881,3.356652021,2.571107864,4.406785011,10.5769434,2.006483078,4.164621353,4.279881477,3.139397621,10.33496571,1.688985586,5.045637608,2.474529743,1.932255149,8.644687653,6.638205051,2.473583698,6.753465652,9.892863274,8.175772667,3.087446213,6.841292858,0.318176299,4.050902367,3.469514132,9.348973274,2.305597782,1.761803031,0.103487074,9.78292942,9.322896957,1.41980505,4.176632404,3.585076332,0.554298222,7.23054409,3.860519171,2.063993692,4.258703232,4.281011105,8.363124847,4.186492443,0.601416111,0.047117844,7.277661324,3.417142391,1.353148699,5.611851692,9.892863274,5.611851692,Vertical Fold,1
B04939,1.128800631,0.444392115,1.78644979,9.06943512,0.11998564,2.254370689,9.107108116,0.747391582,1.876192212,11.71038628,8.694499969,3.417491913,2.720314264,3.919751883,10.18681717,1.918798685,4.396934032,4.56114769,3.034844875,10.96299458,2.268494368,5.685986519,2.965672255,0.954079628,9.232737541,7.313938618,2.917004347,7.478152275,10.51299763,8.874652863,3.690264702,7.54378891,0.355615467,4.794397831,2.557778358,9.949217796,2.790689468,2.219499588,0.532744467,10.42398548,9.295185089,1.42287159,4.147893906,3.061640263,0.802681983,6.987885952,3.979884148,1.996360898,4.534044743,3.978413343,9.001113892,4.853219509,1.791579247,0.988897324,7.976783752,3.996899605,2.000538826,6.534584045,10.51299763,6.534584045,Vertical Fold,0
B05057,0.77484417,0.572556973,1.189640403,8.573312759,0.18876195,1.643189192,8.584858894,0.849448144,1.624292374,11.33001423,8.708685875,3.723156452,2.590064764,4.280388355,10.19651699,1.716765761,4.38760376,4.376508236,2.889728546,10.48056602,1.771880507,5.495037079,2.904972553,1.375415921,8.821101189,7.104335785,2.716732025,7.093240261,9.982969284,8.35674572,3.180525064,7.222045898,0.136949122,4.182742596,2.828395844,9.502885818,2.679857731,1.67135334,0.117293,10.05752563,9.282681465,1.381152868,4.23962307,3.225217342,1.123568058,7.531993866,3.919820547,2.175198793,4.553379536,3.904651165,8.676372528,4.436749458,1.211531878,0.08796379,7.619957447,3.700137138,1.524938226,6.078317642,9.982969284,6.078317642,Vertical Fold,0
B05429,0.985335767,0.373298675,1.511493325,8.899250984,0.083056465,1.987183809,8.927252769,0.652926803,1.63826251,11.51541805,8.848314285,3.548191786,2.739062786,4.014560699,10.30890942,1.919925213,4.376040459,4.531277657,3.034803391,10.86249065,2.01417613,5.562367916,2.82330513,1.19125545,9.117653847,7.197728634,2.821688414,7.352966309,10.3877697,8.686226845,3.512071848,7.388260841,0.368295968,4.620310783,2.744417667,9.836760521,2.67766428,1.967234731,0.33980608,10.00164795,9.016312599,1.134792686,4.156500816,3.171853065,0.72678256,7.015142441,3.954496145,2.087367773,4.555040359,4.0477314,8.866855621,4.710354805,1.53850174,0.811719179,7.826861858,3.872365475,1.784997582,6.340037823,10.3877697,6.340037823,Vertical Fold,0
B05592,1.121596217,0.269389153,1.557508469,8.708395004,0.034368038,2.089896917,8.765413284,0.558878481,1.680474758,11.08879185,8.3272295,3.52059412,2.920290947,3.943594456,9.985809326,1.544135809,4.440412045,4.371955872,2.870491028,10.52991295,2.202684164,5.723278046,2.802987099,1.140607119,8.845202446,7.301066875,2.860654593,7.232610703,10.10310173,8.542333603,3.570029974,7.469688416,0.416637212,4.651367188,2.700729609,9.522215843,2.637476206,2.203804016,0.357031465,10.40076065,9.279164314,1.377340436,4.203388691,3.286182165,1.057150006,7.376216888,3.92489624,1.993391991,4.418701172,3.749773026,9.023420334,4.820031643,1.533849478,0.476699501,7.852916241,3.928020239,1.934628248,6.353329182,10.10310173,6.353329182,Vertical Fold,0
B05598,0.96623826,0.593194366,1.859745026,9.306210518,0.197511166,2.306058884,9.367743492,0.946457326,1.912695527,12.0861578,8.837563515,3.35091424,2.55726862,4.062646389,10.3607769,2.091959,4.33010149,4.629290104,3.121599674,11.13969994,2.302136183,5.653050423,3.095781803,0.966864467,9.393912315,7.301953316,2.971852064,7.60114193,10.72274113,9.131988525,3.788167953,7.62990427,0.288940221,4.883300781,2.5871768,10.12668324,2.897238255,2.218651533,0.569931805,10.54639053,9.580152512,1.539950132,4.092411518,3.020193815,0.492486,6.659412384,4.003531933,2.05841279,4.590007782,4.133916378,9.006441116,4.914029121,1.893835545,1.401349545,8.060762405,4.057230473,1.998817563,6.588825703,10.72274113,6.588825703,Vertical Fold,0
B05605,0.68215692,0.445662081,1.529919505,8.891381264,0.136015937,2.001822948,8.934481621,0.767948508,1.450105429,11.55703449,8.739995003,3.364240408,2.454735041,4.326985836,10.42254543,2.024626732,4.268022537,4.494544029,3.097280979,10.78908634,2.049090624,5.413331032,2.958595991,1.368390083,9.05415535,7.029529095,2.761506319,7.256050587,10.35333157,8.692429543,3.471655846,7.354568005,0.319861621,4.459724903,2.96958971,9.781111717,2.684144735,1.963271141,0.425718367,10.36247349,9.680315971,1.59226203,4.227660179,3.004919767,0.892881274,7.114164352,4.009267807,2.024920702,4.362915516,4.265690327,8.77021122,4.542551041,1.537631035,0.644749761,7.758913994,3.749646187,1.724725604,6.087641239,10.35333157,6.087641239,Vertical Fold,0
B05807,0.856207132,0.286853313,1.648633599,9.092100143,0.059018284,2.139856577,9.167901993,0.600296259,1.456503391,11.61557293,8.845072746,3.225556374,2.546957016,4.146834373,10.50292206,2.134215832,4.298716545,4.608821869,3.217467785,11.01527691,2.170203209,5.395759583,2.848802805,1.298031926,9.204890251,7.070673943,2.771956921,7.380779266,10.59824657,8.919961929,3.594296694,7.405959129,0.424345583,4.670573235,2.908397436,9.972311974,2.623892069,2.099894047,0.482568502,10.31965351,9.463445663,1.47139287,4.131815434,3.082151413,0.668986499,6.878194809,4.021137238,1.958278179,4.369742393,4.364417553,8.848259926,4.716444969,1.634293556,0.965307117,7.843502045,3.822364569,1.864086628,6.233829498,10.59824657,6.233829498,Vertical Fold,1
